,,,"Fredericton, City [Census subdivision], New Brunswick",,,,,,"New Brunswick [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Knowledge of languages","      Korean",,     405,,     210,,     190,,    1695,,     860,,     835,
"Knowledge of languages","      Mongolic languages",,      10,,      10,,      10,,      10,,      10,,      10,
"Knowledge of languages","        Mongolian",,      15,,       0,,      10,,      15,,      10,,      10,
"Knowledge of languages","      Niger-Congo languages",,     270,,     165,,     105,,    1525,,     890,,     640,
"Knowledge of languages","        Akan (Twi)",,      10,,       0,,       0,,      35,,      15,,      25,
"Knowledge of languages","        Bamanankan",,       0,,       0,,       0,,     155,,      70,,      85,
"Knowledge of languages","        Edo",,      10,,      10,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Ewe",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Fulah (Pular; Pulaar; Fulfulde)",,      10,,      10,,       0,,     100,,      85,,      15,
"Knowledge of languages","        Ga",,       0,,       0,,       0,,      10,,      10,,       0,
"Knowledge of languages","        Ganda",,       0,,       0,,       0,,      10,,      10,,       0,
"Knowledge of languages","        Igbo",,      15,,      15,,      10,,      60,,      50,,      15,
"Knowledge of languages","        Lingala",,      10,,      10,,      10,,     125,,      95,,      35,
"Knowledge of languages","        Rundi (Kirundi)",,      50,,      25,,      20,,      90,,      55,,      35,
"Knowledge of languages","        Kinyarwanda (Rwanda)",,      20,,      15,,      10,,      70,,      40,,      30,
"Knowledge of languages","        Shona",,       0,,       0,,       0,,      40,,      15,,      25,
"Knowledge of languages","        Swahili",,      50,,      35,,      20,,     355,,     185,,     170,
"Knowledge of languages","        Wolof",,       0,,       0,,       0,,      70,,      45,,      25,
"Knowledge of languages","        Yoruba",,      35,,      20,,      15,,      60,,      45,,      20,
"Knowledge of languages","        Niger-Congo languages; n.i.e.",,     110,,      60,,      50,,     545,,     315,,     230,
"Knowledge of languages","      Nilo-Saharan languages",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","        Dinka",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Nilo-Saharan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Sign languages",,      85,,      25,,      55,,    1155,,     450,,     705,
"Knowledge of languages","        American Sign Language",,      40,,      15,,      30,,     425,,     150,,     280,
"Knowledge of languages","        Quebec Sign Language",,       0,,       0,,       0,,      15,,      10,,       0,
"Knowledge of languages","        Sign languages; n.i.e.",,      40,,      15,,      30,,     745,,     305,,     435,
"Knowledge of languages","      Sino-Tibetan languages",,    1165,,     630,,     535,,    3585,,    1885,,    1700,
"Knowledge of languages","        Chinese languages",,    1160,,     625,,     535,,    3510,,    1855,,    1660,
"Knowledge of languages","          Cantonese",,      95,,      60,,      40,,     610,,     285,,     320,
"Knowledge of languages","          Hakka",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Mandarin",,    1000,,     555,,     445,,    2760,,    1455,,    1310,
"Knowledge of languages","          Min Dong",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,      35,,      10,,      25,,      60,,      30,,      30,
"Knowledge of languages","          Wu (Shanghainese)",,      65,,      35,,      35,,     140,,      65,,      75,
"Knowledge of languages","          Chinese; n.o.s.",,      55,,      40,,      25,,     310,,     195,,     115,
"Knowledge of languages","          Chinese languages; n.i.e.",,      30,,      10,,      25,,      40,,      10,,      30,
"Knowledge of languages","        Tibeto-Burman languages",,       0,,       0,,      10,,      70,,      30,,      40,
"Knowledge of languages","          Burmese",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Karenic languages",,      10,,       0,,       0,,      65,,      25,,      45,
"Knowledge of languages","          Tibetan",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Tibeto-Burman languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Tai-Kadai languages",,      40,,      10,,      30,,      85,,      20,,      65,
"Knowledge of languages","        Lao",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Thai",,      35,,      10,,      25,,      80,,      20,,      60,
"Knowledge of languages","        Tai-Kadai languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Turkic languages",,      55,,      20,,      30,,     175,,     105,,      75,
"Knowledge of languages","        Azerbaijani",,       0,,       0,,      10,,       0,,       0,,       0,
"Knowledge of languages","        Turkish",,      50,,      20,,      30,,     165,,     105,,      60,
"Knowledge of languages","        Uyghur",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Uzbek",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Turkic languages; n.i.e.",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","      Uralic languages",,      40,,      15,,      20,,     270,,     130,,     140,
"Knowledge of languages","        Estonian",,       0,,       0,,       0,,      20,,      15,,       0,
"Knowledge of languages","        Finnish",,       0,,       0,,       0,,      35,,      15,,      20,
"Knowledge of languages","        Hungarian",,      35,,      20,,      15,,     220,,     105,,     115,
"Knowledge of languages","        Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Other languages; n.i.e.",,      35,,      25,,      10,,     100,,      70,,      30,
"Citizenship","Total - Citizenship for the population in private households - 25% sample data",45,   56990,,   27205,,   29785,,  730710,,  357855,,  372855,
"Citizenship","  Canadian citizens",46,   52910,,   25080,,   27825,,  710775,,  347905,,  362875,
"Citizenship","    Canadian citizens aged under 18",,    9365,,    4760,,    4605,,  130785,,   66795,,   63990,
"Citizenship","    Canadian citizens aged 18 and over",,   43545,,   20320,,   23225,,  579995,,  281110,,  298880,
"Citizenship","  Not Canadian citizens",47,    4080,,    2125,,    1955,,   19925,,    9950,,    9980,
"Immigrant status and period of immigration","Total - Immigrant status and period of immigration for the population in private households - 25% sample data",48,   56990,,   27205,,   29790,,  730710,,  357855,,  372850,
"Immigrant status and period of immigration","  Non-immigrants",49,   49650,,   23520,,   26135,,  692535,,  339090,,  353445,
"Immigrant status and period of immigration","  Immigrants",50,    6445,,    3125,,    3320,,   33810,,   16175,,   17640,
"Immigrant status and period of immigration","    Before 1981",,    1430,,     645,,     785,,   11545,,    5265,,    6275,
"Immigrant status and period of immigration","    1981 to 1990",,     385,,     200,,     180,,    2735,,    1340,,    1390,
"Immigrant status and period of immigration","    1991 to 2000",,     625,,     305,,     320,,    2975,,    1490,,    1490,
"Immigrant status and period of immigration","    2001 to 2010",,    1500,,     745,,     760,,    7235,,    3530,,    3710,
"Immigrant status and period of immigration","      2001 to 2005",,     510,,     215,,     290,,    2435,,    1110,,    1330,
"Immigrant status and period of immigration","      2006 to 2010",,     995,,     525,,     470,,    4800,,    2415,,    2385,
"Immigrant status and period of immigration","    2011 to 2016",51,    2505,,    1230,,    1275,,    9330,,    4560,,    4770,
"Immigrant status and period of immigration","  Non-permanent residents",52,     890,,     565,,     330,,    4360,,    2590,,    1770,
"Age at immigration","Total - Age at immigration for the immigrant population in private households - 25% sample data",53,    6445,,    3125,,    3320,,   33815,,   16175,,   17635,
"Age at immigration","  Under 5 years",,     810,,     350,,     455,,    5135,,    2350,,    2790,
"Age at immigration","  5 to 14 years",,    1365,,     650,,     720,,    7290,,    3585,,    3705,
"Age at immigration","  15 to 24 years",,    1115,,     520,,     600,,    5790,,    2525,,    3265,
"Age at immigration","  25 to 44 years",,    2605,,    1285,,    1320,,   12640,,    6100,,    6535,
"Age at immigration","  45 years and over",,     550,,     320,,     225,,    2955,,    1615,,    1340,
"Immigrants by selected place of birth","Total - Selected places of birth for the immigrant population in private households - 25% sample data",54,    6450,,    3125,,    3320,,   33815,,   16175,,   17635,
"Immigrants by selected place of birth","  Americas",,     945,,     450,,     495,,    9420,,    4205,,    5210,
"Immigrants by selected place of birth","    Brazil",,      10,,       0,,       0,,      55,,      20,,      30,
"Immigrants by selected place of birth","    Colombia",,      30,,      25,,      10,,     215,,      85,,     130,
"Immigrants by selected place of birth","    El Salvador",,      55,,      40,,      20,,     115,,      85,,      30,
"Immigrants by selected place of birth","    Guyana",,      20,,      10,,      20,,      80,,      40,,      45,
"Immigrants by selected place of birth","    Haiti",,       0,,       0,,       0,,     170,,      70,,     100,
"Immigrants by selected place of birth","    Jamaica",,      20,,      10,,      10,,     120,,      85,,      40,
"Immigrants by selected place of birth","    Mexico",,      25,,      15,,      10,,     160,,      50,,     110,
"Immigrants by selected place of birth","    Peru",,       0,,      10,,       0,,      60,,      35,,      25,
"Immigrants by selected place of birth","    Trinidad and Tobago",,      25,,      20,,      10,,     115,,      70,,      40,
